% Magnetic field reconstruction point table
% Method: Separable Global Ordinary Kriging
% Grid size: 100 x 100 (rows=y, columns=x)
% Length unit: mm
% Magnetic field unit: T
% z plane: -20 mm
% Data order: y-major rows, x increasing within each row
% Columns use tab separators
% x(mm)	y(mm)	z(mm)	Bx(T)	By(T)	Bz(T)
-15	-97	-20	-0.000371211444487	0.000226480116793	-0.000671818821437
-13	-97	-20	-0.000377498400818	0.000217366218193	-0.000685799988842
-11	-97	-20	-0.000383677270976	0.000208001301581	-0.000696066159559
-9	-97	-20	-0.000389945518991	0.000198185154801	-0.000702147311952
-7	-97	-20	-0.000396360453866	0.000187731512047	-0.00070484366192
-5	-97	-20	-0.000402831806779	0.000176517617782	-0.000705982814874
-3	-97	-20	-0.000409162301319	0.000164521896321	-0.00070784884725
-1	-97	-20	-0.000415120083705	0.000151840237951	-0.000712460987838
1	-97	-20	-0.000420517951265	0.000138675049572	-0.000720929298359
3	-97	-20	-0.000425273762905	0.000125296776542	-0.00073309264934
5	-97	-20	-0.000429433898333	0.000111984262893	-0.00074755665323
7	-97	-20	-0.000433154341114	9.8956637678e-05	-0.000762123298206
9	-97	-20	-0.000436647621754	8.63135638662e-05	-0.000774479532473
11	-97	-20	-0.000440114145763	7.40009457707e-05	-0.000782928613434
13	-97	-20	-0.000443680316846	6.18146082109e-05	-0.000786932581557
15	-97	-20	-0.00044736248077	4.94454095894e-05	-0.000787292260412
17	-97	-20	-0.00045106651565	3.65576525268e-05	-0.000785904881122
19	-97	-20	-0.000454621081854	2.28816771231e-05	-0.000785173068749
21	-97	-20	-0.00045783198364	8.29475203579e-06	-0.000787250155957
23	-97	-20	-0.000460539070716	-7.13532448309e-06	-0.000793360051958
25	-97	-20	-0.000462657324032	-2.31611259592e-05	-0.000803407817259
27	-97	-20	-0.00046418987875	-3.942326022e-05	-0.000816006152115
29	-97	-20	-0.00046521053023	-5.55594310787e-05	-0.000828911635713
31	-97	-20	-0.000465823441468	-7.13246145493e-05	-0.000839734254905
33	-97	-20	-0.000466115003495	-8.66850563984e-05	-0.000846695979798
35	-97	-20	-0.00046611481505	-0.000101852989032	-0.000849197074621
37	-97	-20	-0.000465779009216	-0.000117244350316	-0.000848008364407
39	-97	-20	-0.000465001012501	-0.000133364652002	-0.000845025378563
41	-97	-20	-0.00046364505556	-0.000150651866401	-0.000842659126409
